t,I,Type,"Type Numerical(A=0, C=1, T=2, G=3)",Blockade_Height
0.1094,0.95809,G,3,0.000174
0.0467,0.5901,G,3,0.368164
0.1485,0.89598,G,3,0.062284
0.1408,0.83235,G,3,0.125914
0.0899,0.72977,G,3,0.228494
0.1092,0.80781,G,3,0.150454
0.152,0.70554,G,3,0.252724
0.0899,0.66259,G,3,0.295674
0.0899,0.79223,G,3,0.166034
0.1795,0.65767,G,3,0.300594
0.078,0.78823,G,3,0.170034
0.1408,0.87914,G,3,0.079124
0.1096,0.78558,G,3,0.172684
0.1095,0.72634,G,3,0.231924
0.2225,0.84781,G,3,0.110454
0.113,0.81599,G,3,0.142274
0.211,0.81299,G,3,0.145274
0.1995,0.91075,G,3,0.047514
0.1915,0.86652,G,3,0.091744
0.129,0.80421,G,3,0.154054
0.1521,1.03756,G,3,-0.079296
0.1015,0.78832,G,3,0.169944
